reporter,date,document_id,title,year,abstract,authors,document_type,pubtitle,document_url
ela,1934-09-15,531071444,Brutal Beating Laid to Guards at Cheltenham: Inmates Say Steel Knuckles Were among Weapons Used by Three Guards. SUPT. SAYS IT'S OK FOR GUARDS TO HIT INMATES Disclosure Follows Recent Shooting of Boy.,1934,Reports that youthful inmates of the Cheltenham Reformatory were beaten freauently and unmercifully by white guards at the...,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/brutal-beating-laid-guards-at-cheltenham/docview/531071444/sem-2?accountid=14696
ela,1934-09-15,531085346,Suit Against Cheltenham,1934,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/suit-against-cheltenham/docview/531085346/sem-2?accountid=14696
ela,1934-09-15,531115600,"Jim Crow in Catholic Church-25,000 Enter Baltimore Schools-Converts Splash Water",1934,None available.,NA,photo_standalone,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/jim-crow-catholic-church-25-000-enter-baltimore/docview/531115600/sem-2?accountid=14696
ela,1934-09-22,531055732,Hodge's Party Returns C.I.A.A. Coaches Schooled Rural Ministers Graduate,1934,None available.,NA,photo_standalone,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/hodges-party-returns-c-i-coaches-schooled-rural/docview/531055732/sem-2?accountid=14696
ela,1934-09-29,531005394,"CHELTENHAM: MARYLAND'S HELL HOLE FORMER INMATE TELLS OF SKELETONS IN THE WALLS, SECRET BURIAL PLOT, BRUTAL BEATINGS, PEONAGE, AND OTHER ATROCITIES AT MARYLAND'S REFORMATORY.",1934,"Tales of brutal beatings, fights, mysterious deaths, blindness, and starvation were added to the long list of grievances against the authorities at Cheltenham by Harry...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/cheltenham/docview/531005394/sem-2?accountid=14696
ela,1934-09-29,531018982,Former Cheltenham Inmate Says It Is True Guards Club Boys There.,1934,None available.,"Creasy, William",letter_to_editor,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/former-cheltenham-inmate-says-is-true-guards-club/docview/531018982/sem-2?accountid=14696
ela,1934-10-06,531033240,The G.O.P. Platform,1934,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/g-o-p-platform/docview/531033240/sem-2?accountid=14696
ela,1934-11-17,531032156,Why Ritchie Was Defeated,1934,"Harry W. Nice, Republican, was elected governor of Maryland by some 5,543 votes over Governor Albert C. Ritchie, Democrat.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/why-ritchie-was-defeated/docview/531032156/sem-2?accountid=14696
ela,1934-11-24,531079572,Nice Renews Pledges Made in Platform,1934,"The pledge that he plans to carry out all phases of the platform of the Republican was renewed Wednesday by Harry W. Nice, governor-elect of Maryland, in a...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/nice-renews-pledges-made-platform/docview/531079572/sem-2?accountid=14696
ela,1934-11-24,531109372,Search for Three Who Escaped from Cheltenham,1934,"Three youths who escaped from the Cheltenham reformatory are among the eight persons hunted by police and detectives of the missing persons bureau, this week.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/search-three-who-escaped-cheltenham/docview/531109372/sem-2?accountid=14696
ela,1934-12-01,531051248,"Cheltenham Is Not Fit for Humans, Ex-Inmate Says: George Clark Tells of Beatings and Vermin in Food. AUDIENCE REVOLTED BY MAN'S STORY Abolition of the School Is Sought.",1934,"Gasps of amazement rippled through Musicians' Hall, Saturday, as George Clark, 28, unfolded a story of alleged inhuman treatment suffered by the...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/cheltenham-is-not-fit-humans-ex-inmate-says/docview/531051248/sem-2?accountid=14696
ela,1934-12-22,531019122,The Whirling Hub,1934,"There is a pinch-hitter in our midst! Our dear friend Elliott has decided that a much-needed rest is the best thing for him, and that there was no better time than Yuletide, so that he can sit and wait patiently by his fireplace for good old Santa.","Tucker, Herbert;Freeman, Elliott",article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/whirling-hub/docview/531019122/sem-2?accountid=14696
ela,1934-12-29,531035124,"State May Pay Morgan College $100,000 Bill: Nice Favors Payment of Debt Contracted in 1890 for Academy. UNIVERSITY OF MD. BROKE AGREEMENT Two Physicians May Get Appointments.",1934,"Morgan College may collect a debt that has been owed to it since 1890 by the University of Maryland and is said to now be approximately $100,000, when the next...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/state-may-pay-morgan-college-100-000-bill/docview/531035124/sem-2?accountid=14696
ela,1934-12-29,531044797,Big Stories That Made the News During 1934: JANUARY 6 Digit playing on increase in Washington; police move to halt numbers racket.,1934,"Roy O. Wilhoit, removed from railway mail service, denies agly postal charges against him; claimshe is victim of orgainzed politics.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/big-stories-that-made-news-during-1934/docview/531044797/sem-2?accountid=14696
ela,1935-01-05,531129949,Colored French Deputy Honored in Paris--400 Baltimore Afro Newsboys Parade,1935,None available.,NA,photo_standalone,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/colored-french-deputy-honored-paris-400-baltimore/docview/531129949/sem-2?accountid=14696
ela,1935-01-05,531136127,4 Cheltenham Inmates Freed for Holidays,1935,"A Christmas present in the form of freedom was given to four inmates of the Cheltenham Reformatory, Saturday, according to Mrs. Maud Bell, secretary of the Abolish...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/4-cheltenham-inmates-freed-holidays/docview/531136127/sem-2?accountid=14696
ela,1935-01-19,531083455,"New Md. Governor Sworn in New York Gets Colored Marshal ""Fire"" Mother Faints at Funeral",1935,None available.,NA,photo_standalone,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/new-md-governor-sworn-york-gets-colored-marshal/docview/531083455/sem-2?accountid=14696
ela,1935-01-19,531096757,Governor's Stand Spells Doom to Boys' Reformatory,1935,"""I purpose to take it over.""",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/governors-stand-spells-doom-boys-reformatory/docview/531096757/sem-2?accountid=14696
ela,1935-01-26,531080337,Girls Visited Home of Alleged Va. Murderer,1935,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/girls-visited-home-alleged-va-murderer/docview/531080337/sem-2?accountid=14696
ela,1935-02-16,531052845,Other 5 -- No Title,1935,None available.,NA,other,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/other-5-no-title/docview/531052845/sem-2?accountid=14696
ela,1935-02-16,531082880,"Morgan Receives $45,O00 State Aid in Budget",1935,"Excitement burned at a fever heat in this city, Wednesday, following the release of the governor's budget of $60,000,000 that includes an allot-...",Staff Correspondent,artic le,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/morgan-receives-45-o00-state-aid-budget/docview/531082880/sem-2?accountid=14696
ela,1935-04-13,531053390,"Most Projects of State Executive Pass Legislature: Made Friends in Order to Break Down Democratic Opposition, He Says. 5 SENATORS TRIED TO GUM UP WORKS Administration Lists 19 Major Achievements.",1935,"Taking into account that he had a legislature with only 24 Republicans and 94 Democrats in the House and 11 Republicans and 17 Democrats in the Senate, Governor...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/most-projects-state-executive-pass-legislature/docview/531053390/sem-2?accountid=14696
ela,1935-06-08,531094946,Nice Names Five to Reform School Boards,1935,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/nice-names-five-reform-school-boards/docview/531094946/sem-2?accountid=14696
ela,1935-07-20,531087478,No Menacing Reds.,1935,None available.,S CARMANJOSEPH THOMASMOSES ASHLEYMAUD EDGELL,letter_to_editor,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/no-menacing-reds/docview/531087478/sem-2?accountid=14696
ela,1935-07-27,531061792,Joe Louis Train s for Levinsky Bout Afro Clean Block Campaign on Its Way: BALTIMORE GETS CLEANED UP AS BUCKET BRIGADES START WORK DURING THE CLEAN BLOCK CAMPAIGN BY THE JUNIOR DEPART MENT OF THE AFRO-AMERICAN,1935,None available.,NA,photo_standalone,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/joe-louis-train-s-levinsky-bout-afro-clean-block/docview/531061792/sem-2?accountid=14696
ela,1935-08-10,531038964,"""Boys Never Too Old to Lick,"" Says Mother Who Plied Rod",1935,When does a boy get too old to lick?,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/boys-never-too-old-lick-says-mother-who-plied-rod/docview/531038964/sem-2?accountid=14696
ela,1935-08-10,531040663,His Plight at Cheltenham Is Recalled by Inmate in '84.,1935,None available.,"CHARLES JACKSONAFRICAN UNDERCOVERGEORGE BRAGG, JrT SMITH",letter_to_editor,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/his-plight-at-cheltenham-is-recalled-inmate-84/docview/531040663/sem-2?accountid=14696
ela,1935-08-31,531044202,THE WHIRLING HUB,1935,"It was about this time last year that I substituted for Elliott Freeman. If I remember correctly, I began the column by quoting these beautiful lines from Keats's ""Ode to Autumn."" As autumn is fast approaching, it would not be inappropriate, it seems to me, to begin in similar wise:","Freeman, Elliott",article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/whirling-hub/docview/531044202/sem-2?accountid=14696
ela,1935-09-07,531088398,"Cheltenham Was ""Hell"" Hole in 1888, N. J. Writer Avers",1935,"Rcvcations of how a Cheltenham inmate. 14, was brutally punished for the theft of $25. to which a carpenter at the reformatory later confessed.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/cheltenham-was-hell-hole-1888-n-j-writer-avers/docview/531088398/sem-2?accountid=14696
ela,1935-09-07,531121534,3 H.U. Men Named for Cheltenham,1935,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/3-h-u-men-named-cheltenham/docview/531121534/sem-2?accountid=14696
ela,1936-01-11,531137286,Maryland Reform School Boys Rioted against Alleged Brutal Guards Until They Fled,1936,None available.,NA,photo_standalone,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/maryland-reform-school-boys-rioted-against/docview/531137286/sem-2?accountid=14696
ela,1936-01-11,531137523,Is New Mrs. Maxey with Cab's Band in Hollywood?: Cab Calloway's Drummer Faces Fireworks Mrs. L. Maxey Calls Hubby's Companion Imposter. PROCESS SERVER SPILLED BEANS Wanted Her to Pay 'Other Woman's' Bill.,1936,"There will be no hi-de-ho in the soul of dapper Leroy Maxey,. drummer in Cab Calloway's band when he returns to...","Matthews, Ralph",front_page,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/is-new-mrs-maxey-with-cabs-band-hollywood/docview/531137523/sem-2?accountid=14696
ela,1936-01-11,531137717,Where Boys Eat Brown Bread and Black Molasses,1936,None available.,NA,photo_standalone,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/where-boys-eat-brown-bread-black-molasses/docview/531137717/sem-2?accountid=14696
ela,1936-01-25,531084551,Judging Religions.,1936,None available.,(Mrs.) GERTRUDE WILLIAMSMGEORGE WHITAKERCHARLES HARRISON,letter_to_editor,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/judging-religions/docview/531084551/sem-2?accountid=14696
isabella,1936-02-01,531130327,Four Accused Cheltenham Boys Freed: N.A.A.C.P. Attorney Acts to Prevent Rope Charge. INVESTIGATION EXONERATES THEM Matron's Story Still Shrouded in Mystery,1936,"The four inmates of Cheltenham Reformatory who were held in connection with an alleged attack on Mrs. Eva Smith, white, dining...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/four-accused-cheltenham-boys-freed/docview/531130327/sem-2?accountid=14696
isabella,1936-03-07,531122482,Gets Cheltenham Post,1936,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/gets-cheltenham-post/docview/531122482/sem-2?accountid=14696
isabella,1936-03-07,531136932,The League Has Failed.,1936,None available.,J HOWARDPROPHET MOSESJOHN ADAMSHAROLD SLAUGHTER,letter_to_editor,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/league-has-failed/docview/531136932/sem-2?accountid=14696
isabella,1936-04-25,531093248,Man Is Freed in Torch Murder,1936,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/man-is-freed-torch-murder/docview/531093248/sem-2?accountid=14696
isabella,1936-05-09,531127031,"Found Reefers in Tavern, School Boy Tells Court",1936,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/found-reefers-tavern-school-boy-tells-court/docview/531127031/sem-2?accountid=14696
isabella,1936-08-22,531108384,Goldsboro S. Griffith.,1936,No white man in Maryland for many decades after the Civil War labored more earnestly and faithfully for the colored race's betterment than did...,"Bragg, George",letter_to_editor,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/goldsboro-s-griffith/docview/531108384/sem-2?accountid=14696
isabella,1936-11-21,531146399,Boy Murders Girl Killer: Tragedy Takes Place in State Reform School.,1936,"Another chapter in a tragic trail of juvenile delinquency and blighted youth was writtenFriday when Roland McClellan, himself a girl-killer, died at the Freedmen's Hospital with a fractured skull and concussion of the brain.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/boy-murders-girl-killer/docview/531146399/sem-2?accountid=14696
isabella,1936-11-28,531090215,Display Ad 20 -- No Title,1936,None available.,NA,display_ad,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/display-ad-20-no-title/docview/531090215/sem-2?accountid=14696
isabella,1937-07-24,531168475,PHOTONEWS,1937,None available.,NA,photo_standalone,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/photonews/docview/531168475/sem-2?accountid=14696
isabella,1937-08-21,531155639,"A waiting Initiation, Lodge Member Dies",1937,None available.,NA,obituary,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/waiting-initiation-lodge-member-dies/docview/531155639/sem-2?accountid=14696
isabella,1937-10-02,531181964,"Reform School in Pennsylvania Trains Boys to Be Something; in Maryland it's Mostly Work: HAMPTON HAS OVER 1,000 ENROLLMENT 376 Freshmen Send Figure Higher than Last Year. 3 TEACHERS ADDED TO ENGLISH DEPT. Training School Gets Two Instructors.",1937,"Hampton Institutes enrollment at the close of the firt day was 1033, 376 of whom are freshmen.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/reform-school-pennsylvania-trains-boys-be/docview/531181964/sem-2?accountid=14696
isabella,1937-12-18,531178607,Ofay Won't Die for 2 Murders,1937,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/ofay-wont-die-2-murders/docview/531178607/sem-2?accountid=14696
isabella,1937-12-25,531161331,"CHELTENHAM TO GET BUILDING FOLLOWING $15,000 BLAZE",1937,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/cheltenham-get-building-following-15-000-blaze/docview/531161331/sem-2?accountid=14696
isabella,1938-04-09,531191837,"Cheltenham's Staff to Be All Colored: Nice Indicates to Delegation Board Faces Change, Too",1938,"A colored personnel and ultimate colored board of directors were indicated when a delegation of citizens led by Mrs. Asbury Smith, chairman of the Citizens' Committee for Colored Boys, called on Gover-...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/cheltenhams-staff-be-all-colored/docview/531191837/sem-2?accountid=14696
isabella,1938-04-09,531192474,Rev. Douglas Offered to Resign Post,1938,"The Rev. Frederick Douglas told the Cheltenham Board of Management and Gov. Harry W. Nice that he would gladly resign his post as chief parole officer, it was learned this week.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/rev-douglas-offered-resign-post/docview/531192474/sem-2?accountid=14696
isabella,1938-05-21,531142351,NAACP Fires Opening Gun in Jim-Crow War: Protest to Retail Merchants Marks Local Campaign,1938,The local NAACP fired the opening gun on Sunday in its campaign to end bans against colored patrons in certain Baltimore stores by calling the discrimination officially to the attention of the Re-...,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/naacp-fires-opening-gun-jim-crow-war/docview/531142351/sem-2?accountid=14696
isabella,1939-01-28,531230949,Horrors of Cheltenham,1939,"April 20--Cheltenham worse than pen, relatives can't see boys, reports Mrs. Edith Jones of 804 S. Forty-eighth Street, Philadelphia.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/horrors-cheltenham/docview/531230949/sem-2?accountid=14696
isabella,1939-01-28,531256211,"EX-CHELTENHAM TEACHIEII TELLS ALL: INSIDE STORY OF THE WORST REFORM SCHOOL FOR BOYS IN THE ENTIRE U.S. REFORM SCHOOOL PLACE FOR DEAD END KIDS ONLY 450 YOUNGSTERS CRUELLY BEATEN, ENCOURAGED TO CHEAT, LIE EYEGLASSES ARE DENIED TO ALL YOUTHS KEPT 5 YEARS AFTER TERMS EXPIRE",1939,"The State corrective school for boys at Cheltenham, Md., is a place where 450 ""Dead End Kids"" live under conditions that are many times worse than conditions portrayed in the movie of that name, according to...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/ex-cheltenham-teachieii-tells-all/docview/531256211/sem-2?accountid=14696
isabella,1939-04-15,531232634,Borican Thinks Record May Yet Be Recognized,1939,"Contending than more benefits for the colred athletes of the city could be derived from the organization of one big athletic club rather than several small clubs working independently as is the present sei-up, John Borican, national...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/borican-thinks-record-may-yet-be-recognized/docview/531232634/sem-2?accountid=14696
isabella,1939-09-23,531205610,"Hall, Echols Missing as Va. State Preps for Opener Against Bluefield",1939,"""Things are looking brighter."" was all that big Harry Jefferson, coach at Virginia State, said this week as he surveyed the nicest crop of freshmen huskies that has been seen in the Trojan camp during his six years as head football mentor,...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/hall-echols-missing-as-va-state-preps-opener/docview/531205610/sem-2?accountid=14696
isabella,1939-11-11,531235042,"Cheltenham Boys Barefoot: Shiloh Baptist Church Members, on Visit to School, Find Boys Shoeless, Even on Sunday",1939,"Insufficient clothing, rotten food, barefoot boys, with bandages covering head wounds were described this week by Mrs. Mazee Stephens, 1433 Edmondson Avenue, on her return from a visit to the Cheltenham School for Boys.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/cheltenham-boys-barefoot/docview/531235042/sem-2?accountid=14696
isabella,1939-12-02,531239158,Tells of Beating at Cheltenham,1939,"A 15-year-old who was released from the Chelterham School for Boys, in October, told the AFRO recently that the reports brought back by members of Shiloh Baptist Church who visited there in November were true.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/tells-beating-at-cheltenham/docview/531239158/sem-2?accountid=14696
isabella,1939-12-23,531230951,The Whirling Hub,1939,"For reasons unknown, the predominating spirit of the approaching Yule has always had a tendency to bring Dickens's immortal ""Christmas Carol"" to my thoughts.","Merrill, Joe",article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/whirling-hub/docview/531230951/sem-2?accountid=14696
isabella,1939-12-30,531232244,Illegally Held Youths Home for Christmas,1939,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/illegally-held-youths-home-christmas/docview/531232244/sem-2?accountid=14696
isabella,1940-01-13,531305292,Cheltenham Fight Lost,1940,"Voting as a bloc, the six white members of the board of management of Cheltenham School for Boys elected Claude D. Jones, 57year-old white applicant, educational director for that institution on Thurs-...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/cheltenham-fight-lost/docview/531305292/sem-2?accountid=14696
isabella,1940-02-10,531279947,The Whirling Hub,1940,"After being stored up for several months because of needed repairs, the old ninety gun salute is brought into action again this weel: and is booming forth a thunderous salutation to the girls of the Aristo Club. The salutation is an appreciation and...","Freeman, Elliott",article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/whirling-hub/docview/531279947/sem-2?accountid=14696
isabella,1940-03-02,531282284,The Whirling Hub,1940,"Several months ago a line appeared here to the effect that ""The ministers were the real leaders of our group,"" and, for some reason or another, a Worcester reader of this tower burned to a crisp over the lines, and gave full vent to his feelings in...","Freeman, Elliott",article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/whirling-hub/docview/531282284/sem-2?accountid=14696
isabella,1940-03-16,531275580,Rev. Geo. Bragg Dies; Served One Church 49 Years,1940,"The Rev. George F. Bragg, Jr., 77, editor, author, civic figure and for the past 49 years rector of St. James P.E. Church, died in his sleep at 7:15 a.m., Tuesday, at Provident Hospital, where he was taken on Saturday.",NA,front_page,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/rev-geo-bragg-dies-served-one-church-49-years/docview/531275580/sem-2?accountid=14696
isabella,1940-03-16,531287553,"$2,686 Estate Given to Heirs",1940,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/2-686-estate-given-heirs/docview/531287553/sem-2?accountid=14696
isabella,1940-04-06,531250188,AFRO Staff Artist Is Father of Son,1940,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/afro-staff-artist-is-father-son/docview/531250188/sem-2?accountid=14696
isabella,1940-05-04,531279122,"Track Greats, New and Old, Headline Penn Carnival",1940,"Weather doubtful, track heavy, high winds sweeping across the track.","Lyle, George, Jr",arti cle,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/track-greats-new-old-headline-penn-carnival/docview/531279122/sem-2?accountid=14696
isabella,1940-10-05,531278279,Dedicate Cheltenham Gymnasium in Oct.,1940,None available.,NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/dedicate-cheltenham-gymnasium-oct/docview/531278279/sem-2?accountid=14696
isabella,1940-10-12,531254007,"Cheltenham Gets $80,000 Gym",1940,None available.,NA,photo_standalone,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/cheltenham-gets-80-000-gym/docview/531254007/sem-2?accountid=14696
isabella,1940-11-30,531267859,Turner Gets Cheltenham Cottage Post,1940,"Another step toward the rehabilitation of the Cheltenham School for Boys, at Cheltenham, Md., was taken this week, when for the first time in the recent history of that institution a colored man was placed on...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/turner-gets-cheltenham-cottage-post/docview/531267859/sem-2?accountid=14696
isabella,1940-12-14,531288367,Cheltenham Boys Not Guilty,1940,"just as Magistrate Walter Green announced refusal to convict the nine boys from the Cheltenham School for Boys, who faced him here, Thursday, on charges of rioting, three other inmates of the school were brought in and booked on similar charges.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/cheltenham-boys-not-guilty/docview/531288367/sem-2?accountid=14696
isabella,1940-12-21,531285891,"8 Cheltenham Boys Get 3 to 9 Months, 1 Freed",1940,"One of the nine inmates of the Chcltonham School for Boys, who were tried here on Friday before Magistrate Walter Green on charges of riotous assembly, was freed in the custody of his parents, while the others received sentences of from three to nine...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/8-cheltenham-boys-get-3-9-months-1-freed/docview/531285891/sem-2?accountid=14696
isabella,1941-01-04,531305929,Yuletide Made Happy for Boys at Cheltenham,1941,"The holiday season was a happy one for the boys at the Cheltenham School because many Baltimore men and women, at the suggestion of the schoots auxiliary, made contributions of money and gifts.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/yuletide-made-happy-boys-at-cheltenham/docview/531305929/sem-2?accountid=14696
isabella,1941-01-11,531325651,The Whirling Hub,1941,"everybody! Once more your reporter is wishing the readers of this column, and above all those who have contributed quips and yarns, a belated happy New Year. And also, I am thanking from! the bottom of my heart the read-...","Freeman, Elliott",article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/whirling-hub/docview/531325651/sem-2?accountid=14696
isabella,1941-01-11,531338346,Moses Report Causes Stir,1941,"Speculation is rife in the city over a report on juvenile delinquency as a result of a study conducted by Dr. Earl Rt. Moses, Morgan State College professor, which was made public last week by a local daily newspaper.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/moses-report-causes-stir/docview/531338346/sem-2?accountid=14696
isabella,1941-01-18,531307143,Other 10 -- No Title,1941,None available.,NA,other,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/other-10-no-title/docview/531307143/sem-2?accountid=14696
isabella,1941-01-18,531321881,"Gov. Asks HalfMillion More for 7 Institutions: Lives Up to Promises Made in Inaugural Address 2 Years Ago; $123,400 Increase for Morgan",1941,"If Governor Herbert R. O'Conor's budget as presented to the Maryland Legislature on Tuesday evening is adopted by that body, seven institutions for colored People will get an increase of over a half million dollars for next year.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/gov-asks-halfmillion-more-7-institutions/docview/531321881/sem-2?accountid=14696
isabella,1941-02-01,531328990,New Head Is Selected for Cheltenham,1941,"Vance E. Thomas, 49, white, chief parole officer of the Federal penitentiary at Atlanta, was selected as the next superintendent of the Cheltenham School for Boys at a meeting of the board of managers of the...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/new-head-is-selected-cheltenham/docview/531328990/sem-2?accountid=14696
isabella,1941-02-08,531285769,Suspicions of Teacher Aid in Arrest of Seven,1941,"During most of last week, four young boys lavishly treated themselves; their chums, and jingled coins in their pockets while in school until a suspicious teacher reported the matter to Policewoman Violet H. Whyte who solved the mystery of a...",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/suspicions-teacher-aid-arrest-seven/docview/531285769/sem-2?accountid=14696
isabella,1941-02-08,531304659,Snatch Artist Charges Hold 6 Boys under 13,1941,"Alarmed by the series of six pocketbook snatchings reported in the district over a five-day period Northwestern district police stepped up their investigation and as a result arrested six boys, all under 13 years of age, over the week-end.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/snatch-artist-charges-hold-6-boys-under-13/docview/531304659/sem-2?accountid=14696
isabella,1941-03-08,531303938,"Ask State for $20,000 More for Cheltenham",1941,"A committee intereted in the Cheltenham School for Boys appeared before the ways and means committee of the Maryland Legilsature on Tuesday and requested that a supplemental budget of $20,700 be approved for the institution.",NA,article,Afro-American (1893-),https://www.proquest.com/hnpbaltimoreafricanamerican/newspapers/ask-state-20-000-more-cheltenham/docview/531303938/sem-2?accountid=14696
